UID	iso2	FIPS	Admin2	Province_State	Lat	Long_	Combined_Key	Population	2/1/20	3/1/20	4/1/20	5/1/20	6/1/20	7/1/20	8/1/20	9/1/20	10/1/20	11/1/20	12/1/20	1/1/21	1/2/21	1/3/21	1/4/21	1/5/21	1/6/21	1/7/21	1/8/21	1/9/21
84001001	US	1001	Autauga	Alabama	32.53952745	-86.64408227	Autauga, Alabama, US	55869	0	0	0	3	5	11	20	23	28	31	42	50	50	50	50	50	50	50	50	53
84001003	US	1003	Baldwin	Alabama	30.72774991	-87.72207058	Baldwin, Alabama, US	223234	0	0	1	4	9	9	21	38	53	71	137	169	169	169	169	169	171	171	171	173
84001005	US	1005	Barbour	Alabama	31.868263	-85.3871286	Barbour, Alabama, US	24686	0	0	0	1	1	1	5	7	7	9	11	33	33	33	33	33	35	35	35	35
84001007	US	1007	Bibb	Alabama	32.99642064	-87.1251146	Bibb, Alabama, US	22394	0	0	0	0	1	1	2	7	10	15	18	46	46	46	46	46	48	48	48	48
84001009	US	1009	Blount	Alabama	33.98210918	-86.56790593	Blount, Alabama, US	57826	0	0	0	0	1	1	3	11	15	25	40	63	63	63	63	63	67	72	75	77
84001011	US	1011	Bullock	Alabama	32.10030533	-85.71265535	Bullock, Alabama, US	10101	0	0	0	0	6	9	11	13	16	17	19	22	22	22	22	22	22	22	28	28
84001013	US	1013	Butler	Alabama	31.75300095	-86.68057478	Butler, Alabama, US	19448	0	0	0	1	18	27	35	36	40	41	42	45	45	45	45	45	46	46	46	55
84001015	US	1015	Calhoun	Alabama	33.77483727	-85.82630386	Calhoun, Alabama, US	113605	0	0	0	3	3	5	9	32	44	65	121	157	157	157	157	157	158	158	159	168
84001017	US	1017	Chambers	Alabama	32.91360079	-85.39072749	Chambers, Alabama, US	33254	0	0	4	21	25	27	38	39	42	47	50	63	63	63	63	63	63	63	63	63
84001019	US	1019	Cherokee	Alabama	34.17805983	-85.60638968	Cherokee, Alabama, US	26196	0	0	0	0	3	7	7	11	13	15	24	22	22	22	22	22	25	25	24	24
84001021	US	1021	Chilton	Alabama	32.85044126	-86.7173256	Chilton, Alabama, US	44428	0	0	0	1	1	2	5	10	30	33	39	54	54	54	54	54	54	54	54	54
84001023	US	1023	Choctaw	Alabama	32.02227341	-88.2656443	Choctaw, Alabama, US	12589	0	0	0	0	10	12	12	12	12	12	14	22	22	22	22	22	22	22	22	22
84001025	US	1025	Clarke	Alabama	31.68099859	-87.83548597	Clarke, Alabama, US	23622	0	0	0	1	2	5	9	13	16	17	19	26	26	26	26	26	26	26	26	26
84001027	US	1027	Clay	Alabama	33.26984193	-85.85836077	Clay, Alabama, US	13235	0	0	0	1	2	2	5	6	9	12	24	34	34	34	34	34	34	34	35	35
84001029	US	1029	Cleburne	Alabama	33.67679204	-85.52005899	Cleburne, Alabama, US	14910	0	0	0	1	1	1	1	5	5	9	14	16	16	16	16	16	17	17	17	17
84001031	US	1031	Coffee	Alabama	31.39932826	-85.98901039	Coffee, Alabama, US	52342	0	0	0	0	1	2	5	5	5	11	15	38	38	38	38	38	42	42	42	42
84001033	US	1033	Colbert	Alabama	34.69847452	-87.80168544	Colbert, Alabama, US	55241	0	0	0	2	2	5	11	22	26	32	42	60	60	60	60	60	62	62	61	61
84001035	US	1035	Conecuh	Alabama	31.43401703	-86.99320044	Conecuh, Alabama, US	12067	0	0	0	0	1	4	10	11	12	13	14	17	17	17	17	17	17	17	17	18
84001037	US	1037	Coosa	Alabama	32.93690146	-86.24847739	Coosa, Alabama, US	10663	0	0	0	1	1	1	2	3	3	3	4	7	7	7	7	7	7	7	7	9
84001039	US	1039	Covington	Alabama	31.2477854	-86.45050893	Covington, Alabama, US	37049	0	0	0	1	1	7	20	25	28	30	34	40	40	40	40	40	43	43	43	43
84001041	US	1041	Crenshaw	Alabama	31.72941803	-86.31593104	Crenshaw, Alabama, US	13772	0	0	0	0	3	3	3	28	30	30	30	36	36	36	36	36	36	36	36	36
84001043	US	1043	Cullman	Alabama	34.13020303	-86.86888037	Cullman, Alabama, US	83768	0	0	1	0	1	3	11	14	20	25	43	78	78	78	78	78	78	78	78	78
84001045	US	1045	Dale	Alabama	31.43037123	-85.61095742	Dale, Alabama, US	49172	0	0	0	0	0	0	18	38	44	52	54	63	63	63	63	64	64	64	64	64
84001047	US	1047	Dallas	Alabama	32.32688101	-87.1086671	Dallas, Alabama, US	37196	0	0	0	3	3	8	23	25	26	27	32	43	43	43	43	44	44	45	45	44
84001049	US	1049	DeKalb	Alabama	34.45946862	-85.80782906	DeKalb, Alabama, US	71513	0	0	0	2	3	5	11	14	21	30	37	62	62	62	62	61	62	62	62	62
84001051	US	1051	Elmore	Alabama	32.59785413	-86.14415284	Elmore, Alabama, US	81209	0	0	0	2	8	14	37	43	49	59	64	83	83	83	83	83	86	85	85	85
84001053	US	1053	Escambia	Alabama	31.1256789	-87.15918694	Escambia, Alabama, US	36633	0	0	0	2	3	6	15	22	24	31	31	34	34	34	34	34	34	34	34	34
84001055	US	1055	Etowah	Alabama	34.04567266	-86.04051873	Etowah, Alabama, US	102268	0	0	1	10	12	13	24	40	45	54	67	96	96	96	96	96	105	105	105	106
84001057	US	1057	Fayette	Alabama	33.72076938	-87.73886638	Fayette, Alabama, US	16302	0	0	0	0	0	1	5	6	11	14	16	19	19	19	19	20	21	21	21	21
84001059	US	1059	Franklin	Alabama	34.44235334	-87.84289505	Franklin, Alabama, US	31362	0	0	0	0	8	13	20	27	30	32	34	37	37	38	38	38	39	39	39	39
84001061	US	1061	Geneva	Alabama	31.09389027	-85.83572839	Geneva, Alabama, US	26271	0	0	0	0	0	0	0	3	6	7	8	20	20	20	20	20	23	23	23	23
84001063	US	1063	Greene	Alabama	32.85504247	-87.95684022	Greene, Alabama, US	8111	0	0	0	1	4	7	11	15	15	17	18	20	20	20	20	20	20	20	20	20
84001065	US	1065	Hale	Alabama	32.76039258	-87.63284988	Hale, Alabama, US	14651	0	0	0	2	9	21	25	27	28	30	31	33	33	33	33	33	34	34	41	41
84001067	US	1067	Henry	Alabama	31.51148016	-85.24267944	Henry, Alabama, US	17205	0	0	0	1	2	3	3	3	5	6	6	8	8	8	8	8	8	8	9	10
84001069	US	1069	Houston	Alabama	31.15197924	-85.29939599	Houston, Alabama, US	105882	0	0	0	4	4	4	12	16	23	35	38	64	64	64	64	64	70	70	72	72
84001071	US	1071	Jackson	Alabama	34.78144169	-85.99750489	Jackson, Alabama, US	51626	0	0	1	2	2	2	3	7	12	19	23	34	34	34	34	34	34	34	34	34
84001073	US	1073	Jefferson	Alabama	33.55554728	-86.895063	Jefferson, Alabama, US	658573	0	0	4	48	103	142	225	299	354	388	501	719	719	719	722	725	738	748	776	784
84001075	US	1075	Lamar	Alabama	33.77995024	-88.09668032	Lamar, Alabama, US	13805	0	0	0	0	0	1	2	2	2	6	8	15	15	15	15	15	16	16	16	16
84001077	US	1077	Lauderdale	Alabama	34.90171875	-87.65624729	Lauderdale, Alabama, US	92729	0	0	1	2	2	6	12	24	34	43	54	70	70	70	70	70	70	71	71	72
84001079	US	1079	Lawrence	Alabama	34.52041498	-87.31069453	Lawrence, Alabama, US	32924	0	0	0	0	0	0	0	5	25	33	36	43	43	43	43	43	44	44	44	44
84001081	US	1081	Lee	Alabama	32.60154883	-85.35132246	Lee, Alabama, US	164542	0	0	2	29	33	37	40	49	61	65	66	75	75	75	75	75	75	79	79	79
84001083	US	1083	Limestone	Alabama	34.81185586	-86.98310072	Limestone, Alabama, US	98915	0	0	0	0	0	0	12	15	20	34	45	58	58	58	58	58	59	60	60	60
84001085	US	1085	Lowndes	Alabama	32.1597283	-86.65158371	Lowndes, Alabama, US	9726	0	0	0	1	12	20	24	24	27	29	29	32	32	32	32	32	33	34	34	34
84001087	US	1087	Macon	Alabama	32.38759944	-85.69267724	Macon, Alabama, US	18068	0	0	0	2	4	8	12	17	18	21	22	30	30	30	30	30	35	35	35	35
84001089	US	1089	Madison	Alabama	34.76327133	-86.55069633	Madison, Alabama, US	372909	0	0	1	4	4	7	25	53	78	101	151	179	179	179	179	179	181	179	179	177
84001091	US	1091	Marengo	Alabama	32.24767634	-87.78796182	Marengo, Alabama, US	18863	0	0	0	3	6	11	14	17	19	23	24	26	26	26	26	26	26	27	27	27
84001093	US	1093	Marion	Alabama	34.13697363	-87.88704173	Marion, Alabama, US	29709	0	0	2	6	11	12	24	28	29	31	36	43	43	43	43	43	45	46	46	46
84001095	US	1095	Marshall	Alabama	34.36975964	-86.30486727	Marshall, Alabama, US	96774	0	0	0	7	9	10	30	41	46	52	57	86	86	86	86	86	91	92	92	92
84001097	US	1097	Mobile	Alabama	30.78472347	-88.20842409	Mobile, Alabama, US	413210	0	0	3	61	118	134	188	257	295	322	365	508	508	508	510	511	513	518	521	523
84001099	US	1099	Monroe	Alabama	31.56729412	-87.36995001	Monroe, Alabama, US	20733	0	0	0	1	2	2	3	6	8	10	11	11	11	11	11	11	12	12	12	12
84001101	US	1101	Montgomery	Alabama	32.2206831	-86.20969272	Montgomery, Alabama, US	226486	0	0	1	6	43	99	141	161	187	210	236	276	276	276	276	276	281	282	282	282
84001103	US	1103	Morgan	Alabama	34.45500589	-86.85475946	Morgan, Alabama, US	119679	0	0	0	0	1	3	14	22	29	36	51	89	89	89	89	90	100	103	103	104
84080001	US	80001	Out of AL	Alabama	0	0	Out of AL, Alabama, US	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
84001105	US	1105	Perry	Alabama	32.64048341	-87.29770589	Perry, Alabama, US	8923	0	0	0	0	0	1	3	5	6	6	6	10	10	10	10	10	11	19	19	19
84001107	US	1107	Pickens	Alabama	33.28094866	-88.08818103	Pickens, Alabama, US	19930	0	0	0	2	4	6	9	11	15	18	18	26	26	26	26	26	26	31	31	31
84001109	US	1109	Pike	Alabama	31.80396383	-85.9408295	Pike, Alabama, US	33114	0	0	0	0	0	5	7	7	12	14	14	23	23	23	23	23	23	23	23	23
84001111	US	1111	Randolph	Alabama	33.29526734	-85.45708831	Randolph, Alabama, US	22722	0	0	0	4	7	9	10	11	13	16	22	30	30	30	30	30	31	31	32	32
84001113	US	1113	Russell	Alabama	32.28725256	-85.18415324	Russell, Alabama, US	57961	0	0	0	0	0	0	1	2	3	3	3	6	6	6	6	6	7	7	7	7
84001117	US	1117	Shelby	Alabama	33.26879845	-86.66232561	Shelby, Alabama, US	217702	0	0	3	13	20	23	31	42	50	70	77	103	103	103	103	103	105	105	105	106
84001115	US	1115	St. Clair	Alabama	33.71902176	-86.31029372	St. Clair, Alabama, US	89512	0	0	0	0	1	2	11	28	37	43	56	73	73	73	73	73	73	74	74	115
84001119	US	1119	Sumter	Alabama	32.59117397	-88.19916205	Sumter, Alabama, US	12427	0	0	0	3	7	12	18	19	21	21	22	24	24	24	24	24	24	24	24	26
84001121	US	1121	Talladega	Alabama	33.37823223	-86.16886178	Talladega, Alabama, US	79978	0	0	0	2	5	7	13	19	30	38	57	76	76	76	76	77	76	76	84	109
84001123	US	1123	Tallapoosa	Alabama	32.86698258	-85.79833053	Tallapoosa, Alabama, US	40367	0	0	1	18	65	69	78	81	85	87	91	98	98	98	98	98	99	100	107	107
84001125	US	1125	Tuscaloosa	Alabama	33.28726072	-87.52556818	Tuscaloosa, Alabama, US	209355	0	0	0	2	16	38	61	92	118	145	154	218	218	218	218	218	221	222	267	267
84090001	US	90001	Unassigned	Alabama	0	0	Unassigned, Alabama, US	0	0	0	0	0	2	25	50	98	0	0	0	0	0	0	0	0	0	0	0	0
84001127	US	1127	Walker	Alabama	33.80270512	-87.30027177	Walker, Alabama, US	63521	0	0	0	0	2	23	63	73	88	95	111	138	138	138	138	138	139	170	170	170
84001129	US	1129	Washington	Alabama	31.4092794	-88.20689944	Washington, Alabama, US	16326	0	0	1	2	6	7	11	13	12	12	19	24	24	24	24	24	24	26	26	26
84001131	US	1131	Wilcox	Alabama	31.98773215	-87.30891118	Wilcox, Alabama, US	10373	0	0	0	3	7	8	9	11	11	12	18	19	19	19	19	19	19	20	20	20
84001133	US	1133	Winston	Alabama	34.15030532	-87.37325922	Winston, Alabama, US	23629	0	0	0	0	0	3	10	11	12	13	23	30	30	30	30	30	30	34	34	34
84002013	US	2013	Aleutians East	Alaska	55.32222414	-161.9722021	Aleutians East, Alaska, US	3337	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
84002016	US	2016	Aleutians West	Alaska	52.3233	-174.1596	Aleutians West, Alaska, US	5634	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
84002020	US	2020	Anchorage	Alaska	61.14998174	-149.1426986	Anchorage,Alaska,US	288000	0	0	1	4	4	6	12	23	36	50	69	120	123	123	123	123	125	126	126	126
84002050	US	2050	Bethel	Alaska	60.90980451	-159.8561831	Bethel, Alaska, US	18386	0	0	0	0	0	0	0	1	1	1	5	9	9	9	11	11	11	12	12	12
84002060	US	2060	Bristol Bay	Alaska	58.74513976	-156.701064	Bristol Bay, Alaska, US	836	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
84002164	US	2164	Bristol Bay plus Lake and Peninsula	Alaska	58.62403337	-156.2140589	Bristol Bay plus Lake and Peninsula, Alaska, US	1592	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
84002068	US	2068	Denali	Alaska	63.67264044	-150.0076108	Denali, Alaska, US	2097	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
84002070	US	2070	Dillingham	Alaska	59.79603738	-158.2381942	Dillingham, Alaska, US	4916	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1
84002090	US	2090	Fairbanks North Star	Alaska	64.80726247	-146.5692662	Fairbanks North Star,Alaska,US	96849	0	0	0	2	2	2	5	8	11	16	17	19	20	20	20	20	20	20	20	21
84002100	US	2100	Haines	Alaska	59.09893571	-135.4679843	Haines, Alaska, US	2530	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
84002105	US	2105	Hoonah-Angoon	Alaska	58.29307365	-135.6424424	Hoonah-Angoon, Alaska, US	2148	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
84002110	US	2110	Juneau	Alaska	58.45031811	-134.200436	Juneau, Alaska, US	31974	0	0	0	0	0	2	1	1	1	3	5	5	5	5	5	5	5	5	5	5
84002122	US	2122	Kenai Peninsula	Alaska	60.24429722	-151.5388884	Kenai Peninsula,Alaska,US	58708	0	0	0	1	2	2	2	2	3	4	9	17	18	18	19	19	19	19	19	19
84002130	US	2130	Ketchikan Gateway	Alaska	55.57445008	-130.975561	Ketchikan Gateway, Alaska, US	13901	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1
84002150	US	2150	Kodiak Island	Alaska	57.65529415	-153.7493579	Kodiak Island, Alaska, US	12998	0	0	0	0	0	0	0	0	0	0	0	2	2	2	2	2	2	2	2	2
84002158	US	2158	Kusilvak	Alaska	62.1542916	-163.3967883	Kusilvak, Alaska, US	8314	0	0	0	0	0	0	0	0	0	0	1	2	2	2	2	2	2	3	3	3
84002170	US	2170	Matanuska-Susitna	Alaska	62.31305045	-149.5741743	Matanuska-Susitna,Alaska,US	108317	0	0	0	1	1	1	2	2	2	3	6	16	18	18	18	18	18	18	18	18
84002180	US	2180	Nome	Alaska	64.90320724	-164.0353804	Nome, Alaska, US	10004	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
84002185	US	2185	North Slope	Alaska	69.31479216	-153.4836093	North Slope, Alaska, US	9832	0	0	0	0	0	0	0	0	0	0	0	2	3	3	3	3	3	3	3	3
84002188	US	2188	Northwest Arctic	Alaska	67.04919196	-159.7503946	Northwest Arctic, Alaska, US	7621	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
84080002	US	80002	Out of AK	Alaska	0	0	Out of AK, Alaska, US	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
84002195	US	2195	Petersburg	Alaska	57.13978948	-132.9540995	Petersburg, Alaska, US	3266	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
84002198	US	2198	Prince of Wales-Hyder	Alaska	55.76261984	-133.0511621	Prince of Wales-Hyder, Alaska, US	6203	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1
84002220	US	2220	Sitka	Alaska	57.24124555	-135.3206587	Sitka, Alaska, US	8493	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
84002230	US	2230	Skagway	Alaska	59.56149996	-135.3337748	Skagway, Alaska, US	1183	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
84002240	US	2240	Southeast Fairbanks	Alaska	63.87692095	-143.2127643	Southeast Fairbanks, Alaska, US	6893	0	0	0	0	0	0	0	0	0	1	2	3	3	3	3	3	3	3	3	3
84090002	US	90002	Unassigned	Alaska	0	0	Unassigned, Alaska, US	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
84002261	US	2261	Valdez-Cordova	Alaska	61.47502768	-144.7126799	Valdez-Cordova, Alaska, US	9202	0	0	0	0	0	0	0	0	0	1	2	3	3	3	3	3	3	3	3	3
84002275	US	2275	Wrangell	Alaska	56.3202004	-132.0583731	Wrangell, Alaska, US	2502	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
84002282	US	2282	Yakutat	Alaska	59.8909808	-140.3601451	Yakutat, Alaska, US	579	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1
84002290	US	2290	Yukon-Koyukuk	Alaska	65.50815459	-151.3907387	Yukon-Koyukuk, Alaska, US	5230	0	0	0	0	0	0	1	1	2	2	3	4	4	4	4	4	4	4	4	4
16	AS	60	""	American Samoa	-14.271	-170.132	American Samoa, US	55641	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
84004001	US	4001	Apache	Arizona	35.39465006	-109.4892383	Apache, Arizona, US	71887	0	0	0	6	39	90	135	154	165	171	196	244	244	244	244	250	252	255	259	259
84004003	US	4003	Cochise	Arizona	31.87934684	-109.7516088	Cochise, Arizona, US	125922	0	0	0	0	3	12	49	61	73	75	79	136	136	136	136	143	144	158	163	164
84004005	US	4005	Coconino	Arizona	35.83883429	-111.7707178	Coconino, Arizona, US	143476	0	0	5	44	81	94	117	126	144	149	173	214	214	214	214	224	225	226	231	233
84004007	US	4007	Gila	Arizona	33.80190085	-110.8132779	Gila, Arizona, US	54018	0	0	0	0	1	6	29	47	57	72	93	136	136	136	136	146	149	151	152	154
84004009	US	4009	Graham	Arizona	32.93166885	-109.8882178	Graham, Arizona, US	38837	0	0	0	0	1	1	9	22	25	29	36	51	51	51	51	53	54	55	55	55
84004011	US	4011	Greenlee	Arizona	33.21498827	-109.2405279	Greenlee, Arizona, US	9498	0	0	0	0	0	1	1	1	1	1	3	4	4	4	4	4	4	4	4	4
84004012	US	4012	La Paz	Arizona	33.72854224	-113.9810029	La Paz, Arizona, US	21108	0	0	0	1	1	5	10	15	15	17	20	35	35	35	35	35	38	38	39	39
84004013	US	4013	Maricopa	Arizona	33.34835867	-112.4918154	Maricopa, Arizona, US	4485414	0	0	5	147	433	817	2089	2976	3405	3606	4010	5196	5239	5239	5241	5346	5416	5575	5695	5767
84004015	US	4015	Mohave	Arizona	35.70471703	-113.7577902	Mohave, Arizona, US	212181	0	0	0	13	45	87	153	206	227	234	262	349	350	350	351	356	365	378	384	389
84004017	US	4017	Navajo	Arizona	35.3997715	-110.3218983	Navajo, Arizona, US	110924	0	0	0	21	64	130	188	220	236	241	272	347	347	347	347	358	364	368	372	372
84080004	US	80004	Out of AZ	Arizona	0	0	Out of AZ, Arizona, US	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
84004019	US	4019	Pima	Arizona	32.0971334	-111.7890033	Pima, Arizona, US	1047279	0	0	4	81	185	280	462	576	622	641	695	1082	1084	1084	1084	1137	1142	1189	1216	1219
84004021	US	4021	Pinal	Arizona	32.90525627	-111.3449483	Pinal, Arizona, US	462789	0	0	0	13	40	71	140	186	210	228	263	372	371	371	371	385	389	407	414	417
84004023	US	4023	Santa Cruz	Arizona	31.52508998	-110.8479088	Santa Cruz, Arizona, US	46498	0	0	0	0	0	22	50	57	63	65	70	101	101	101	101	108	110	113	115	116
84090004	US	90004	Unassigned	Arizona	0	0	Unassigned, Arizona, US	0	0	0	18	2	3	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0
84004025	US	4025	Yavapai	Arizona	34.59933926	-112.5538588	Yavapai, Arizona, US	235099	0	0	0	1	6	10	60	77	84	91	123	221	221	221	221	229	243	259	265	275
84004027	US	4027	Yuma	Arizona	32.76895712	-113.9066674	Yuma, Arizona, US	213787	0	0	0	1	16	98	254	319	346	358	392	527	528	528	528	543	549	565	574	573
84005001	US	5001	Arkansas	Arkansas	34.29145151	-91.37277296	Arkansas, Arkansas, US	17486	0	0	0	0	0	0	0	3	10	17	21	31	31	31	32	32	33	33	33	33
84005003	US	5003	Ashley	Arkansas	33.19153461	-91.7698471	Ashley, Arkansas, US	19657	0	0	0	0	0	1	4	7	11	11	15	21	21	21	21	21	21	21	21	21
84005005	US	5005	Baxter	Arkansas	36.28784385	-92.33782872	Baxter, Arkansas, US	41932	0	0	0	0	0	0	0	0	2	11	29	71	71	72	72	72	72	74	77	78
84005007	US	5007	Benton	Arkansas	36.33644656	-94.25680817	Benton, Arkansas, US	279141	0	0	0	0	2	19	39	54	93	125	160	266	268	269	275	277	281	286	290	292
84005009	US	5009	Boone	Arkansas	36.3084504	-93.09374925	Boone, Arkansas, US	37432	0	0	0	0	0	1	1	3	14	36	44	68	69	69	69	69	69	70	71	71
84005011	US	5011	Bradley	Arkansas	33.46755808	-92.15980837	Bradley, Arkansas, US	10763	0	0	0	1	1	2	3	6	8	8	7	15	15	15	16	16	17	17	17	19
84005013	US	5013	Calhoun	Arkansas	33.55598792	-92.49974403	Calhoun, Arkansas, US	5189	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1
84005015	US	5015	Carroll	Arkansas	36.3403856	-93.54270261	Carroll, Arkansas, US	28380	0	0	0	0	1	5	6	7	10	19	23	30	30	30	30	30	31	31	31	31
84005017	US	5017	Chicot	Arkansas	33.26458973	-91.29539209	Chicot, Arkansas, US	10118	0	0	0	0	0	3	6	11	22	23	28	30	30	31	32	32	32	32	32	33
84005019	US	5019	Clark	Arkansas	34.04613432	-93.17484713	Clark, Arkansas, US	22320	0	0	0	0	0	0	0	3	4	5	11	21	21	24	24	24	24	24	24	24
84005021	US	5021	Clay	Arkansas	36.36826212	-90.4148172	Clay, Arkansas, US	14551	0	0	0	0	0	3	4	5	8	13	21	31	31	31	32	32	35	35	35	35
84005023	US	5023	Cleburne	Arkansas	35.53864922	-92.02640019	Cleburne, Arkansas, US	24919	0	0	2	4	4	4	5	7	9	16	24	38	38	38	38	39	40	40	42	42
84005025	US	5025	Cleveland	Arkansas	33.89723187	-92.18537045	Cleveland, Arkansas, US	7956	0	0	0	0	0	0	2	4	12	13	15	19	19	19	20	20	21	21	21	21
84005027	US	5027	Columbia	Arkansas	33.21230701	-93.22642793	Columbia, Arkansas, US	23457	0	0	0	0	2	4	6	15	18	21	24	43	43	43	44	43	43	43	44	44
84005029	US	5029	Conway	Arkansas	35.26205537	-92.70506566	Conway, Arkansas, US	20846	0	0	1	1	1	3	3	3	3	4	8	16	16	16	17	18	18	18	19	19
84005031	US	5031	Craighead	Arkansas	35.83018283	-90.63235729	Craighead, Arkansas, US	110332	0	0	0	0	0	7	11	15	23	48	82	136	137	137	142	143	143	143	146	146
84005033	US	5033	Crawford	Arkansas	35.58928601	-94.2446814	Crawford, Arkansas, US	63257	0	0	0	0	0	1	3	9	16	30	38	59	60	61	62	64	66	66	66	66
84005035	US	5035	Crittenden	Arkansas	35.21247318	-90.30839406	Crittenden, Arkansas, US	47955	0	0	0	5	9	13	18	34	46	53	57	74	75	75	76	76	77	77	77	77
84005037	US	5037	Cross	Arkansas	35.29631396	-90.77185818	Cross, Arkansas, US	16419	0	0	0	0	0	1	1	5	13	22	26	36	36	36	37	37	37	37	37	37
84005039	US	5039	Dallas	Arkansas	33.97042763	-92.65167437	Dallas, Arkansas, US	7009	0	0	0	0	0	0	0	2	5	6	6	11	11	11	11	11	11	11	12	12
84005041	US	5041	Desha	Arkansas	33.83011025	-91.25500948	Desha, Arkansas, US	11361	0	0	0	0	0	1	2	5	6	7	8	11	11	11	11	11	11	11	11	14
84005043	US	5043	Drew	Arkansas	33.59035001	-91.71777921	Drew, Arkansas, US	18219	0	0	0	1	1	2	2	5	7	7	8	19	19	19	20	20	22	22	22	23
84005045	US	5045	Faulkner	Arkansas	35.14719007	-92.33717519	Faulkner, Arkansas, US	126007	0	0	1	2	3	3	5	9	20	39	56	94	94	94	94	95	97	97	98	103
84005047	US	5047	Franklin	Arkansas	35.51202821	-93.89299569	Franklin, Arkansas, US	17715	0	0	0	0	0	0	2	2	2	2	13	25	25	25	25	26	26	26	26	26
84005049	US	5049	Fulton	Arkansas	36.38177105	-91.81729127	Fulton, Arkansas, US	12477	0	0	0	0	0	0	0	0	4	10	12	36	36	36	36	36	36	36	36	37
84005051	US	5051	Garland	Arkansas	34.57692074	-93.14921604	Garland, Arkansas, US	99386	0	0	0	0	1	1	7	29	53	70	105	154	155	155	157	162	163	164	166	167
84005053	US	5053	Grant	Arkansas	34.29017991	-92.42320562	Grant, Arkansas, US	18265	0	0	0	0	0	0	0	1	2	4	6	12	12	12	12	12	14	15	15	15
84005055	US	5055	Greene	Arkansas	36.1173546	-90.55832668	Greene, Arkansas, US	45325	0	0	0	0	0	0	1	4	11	20	27	52	52	52	53	54	55	55	55	58
84005057	US	5057	Hempstead	Arkansas	33.73325583	-93.66935133	Hempstead, Arkansas, US	21532	0	0	0	1	1	1	2	3	4	5	8	11	11	11	11	11	11	11	11	11
84005059	US	5059	Hot Spring	Arkansas	34.31709259	-92.95396325	Hot Spring, Arkansas, US	33771	0	0	0	0	0	0	8	21	27	37	42	56	57	57	57	58	58	58	58	59
84005061	US	5061	Howard	Arkansas	34.09007427	-93.9934871	Howard, Arkansas, US	13202	0	0	0	0	0	1	2	5	12	14	15	18	18	18	18	18	18	18	18	18
84005063	US	5063	Independence	Arkansas	35.74242707	-91.57001641	Independence, Arkansas, US	37825	0	0	0	0	0	0	0	6	21	58	71	94	94	94	94	94	95	95	96	97
84005065	US	5065	Izard	Arkansas	36.09604046	-91.90847954	Izard, Arkansas, US	13629	0	0	0	0	0	1	1	0	0	2	6	13	13	13	15	17	18	19	20	21
84005067	US	5067	Jackson	Arkansas	35.59802983	-91.21494602	Jackson, Arkansas, US	16719	0	0	0	0	0	0	1	1	1	6	8	22	22	22	22	23	24	24	25	26
84005069	US	5069	Jefferson	Arkansas	34.26767081	-91.92619839	Jefferson, Arkansas, US	66824	0	0	0	15	25	28	38	50	80	102	111	129	129	129	131	131	133	133	133	133
84005071	US	5071	Johnson	Arkansas	35.56759135	-93.46036368	Johnson, Arkansas, US	26578	0	0	0	0	0	0	0	4	7	8	12	20	20	20	20	20	20	20	21	21
84005073	US	5073	Lafayette	Arkansas	33.24116713	-93.60677071	Lafayette, Arkansas, US	6624	0	0	0	1	1	1	2	2	2	3	3	4	4	4	4	4	4	4	4	4
84005075	US	5075	Lawrence	Arkansas	36.04188196	-91.10867198	Lawrence, Arkansas, US	16406	0	0	0	2	5	9	9	10	12	21	29	35	36	36	36	36	36	36	37	37
